"","Tm","Attendance","Attend/G","BatAge","PAge","BPF","PPF","#HOF","#A-S","#a-tA-S","Est. Payroll","Managers","yearID","Time"
"827","MIN","1,349,328","16,658",28.9,28.9,104,102,2,4,10,"$526,000","Martin",1969,"2:45"
"828","MON","1,212,608","14,970",27.6,26.8,100,102,0,1,9,"","Mauch",1969,"2:32"
"829","NYM","2,175,373","26,529",25.9,25.8,102,101,2,3,10,"","Hodges",1969,"2:32"
"830","NYY","1,067,996","13,350",26.9,26.6,96,96,1,2,10,"$350,500","Houk",1969,"2:28"
"831","OAK","778,232","9,608",26.2,24.3,95,94,4,3,14,"$279,400","Bauer and McNamara",1969,"2:36"
"832","PHI","519,414","6,413",27.1,26.1,98,99,0,1,11,"","Skinner and Myatt",1969,"2:24"
"833","PIT","769,369","9,498",27.2,28.2,98,97,4,2,14,"","Shepard and Grammas",1969,"2:30"
"834","SDP","512,970","6,333",26.2,24.9,96,98,0,1,7,"","Gomez",1969,"2:28"
"835","SEP","677,944","8,268",28,28.4,97,99,0,2,11,"$612,500","Schultz",1969,"2:43"
"836","SFG","873,603","10,785",27.9,29.5,99,98,4,3,13,"","King",1969,"2:39"
"837","STL","1,682,783","21,035",29,27.9,100,99,5,2,15,"$676,100","Schoendienst",1969,"2:22"
"838","WSA","918,106","11,335",27.8,27,94,95,0,2,8,"","Williams",1969,"2:33"
"839","ATL","1,078,848","13,319",29.5,28.7,105,105,4,4,13,"","Harris",1970,"2:33"
"840","BAL","1,057,069","13,050",28.8,28.5,101,98,3,7,15,"","Weaver",1970,"2:34"
"841","BOS","1,595,278","19,695",26.5,27.9,108,107,1,2,15,"$539,500","Kasko",1970,"2:34"
"842","CAL","1,077,741","13,305",26.6,26,96,97,0,4,10,"$386,800","Phillips",1970,"2:35"
"843","CHC","1,642,705","20,534",30,27.7,111,110,5,3,21,"","Durocher",1970,"2:34"
"844","CHW","495,355","5,897",27,27,101,102,1,1,10,"$306,000","Gutteridge, Adair and Tanner",1970,"2:29"
"845","CIN","1,803,568","22,266",25.9,25.2,104,103,2,5,13,"","Anderson",1970,"2:31"
"846","CLE","729,752","9,009",26.2,25.9,104,105,0,2,10,"$551,320","Dark",1970,"2:36"
"847","DET","1,501,293","18,534",28.8,26.6,101,101,1,2,10,"$377,100","Smith",1970,"2:39"
"848","HOU","1,253,444","15,475",26.6,26.3,96,96,1,2,16,"","Walker",1970,"2:36"
"849","KCR","693,047","8,773",26.4,26.2,99,100,0,1,6,"$207,200","Metro and Lemon",1970,"2:36"
"850","LAD","1,697,142","20,952",27.9,26.7,95,94,1,2,16,"","Alston",1970,"2:36"
"851","MIL","933,690","11,527",29.2,27.8,100,101,0,1,11,"$302,200","Bristol",1970,"2:36"
"852","MIN","1,261,887","15,579",28.6,28.1,103,102,3,4,10,"$493,500","Rigney",1970,"2:38"
"853","MON","1,424,683","17,809",27.7,26.7,99,101,0,1,6,"","Mauch",1970,"2:35"
"854","NYM","2,697,479","32,896",26.5,26.1,100,99,2,2,11,"","Hodges",1970,"2:36"
"855","NYY","1,136,879","14,036",27.1,27.5,95,95,0,3,8,"$371,000","Houk",1970,"2:30"
"856","OAK","778,355","9,609",27.7,27.2,97,95,4,1,17,"$480,100","McNamara",1970,"2:31"
"857","PHI","708,247","8,853",26.7,28.8,97,99,1,1,13,"","Lucchesi",1970,"2:33"
"858","PIT","1,341,947","16,365",27.7,27.9,97,96,3,1,14,"","Murtaugh",1970,"2:30"
"859","SDP","643,679","7,947",26.6,26.4,95,98,0,1,5,"","Gomez",1970,"2:32"
"860","SFG","740,720","9,145",28,28.4,99,99,4,4,12,"","King and Fox",1970,"2:48"
"861","STL","1,629,736","20,120",27.6,26.4,102,102,5,3,12,"$534,500","Schoendienst",1970,"2:31"
"862","WSA","824,789","10,183",28.1,27.6,95,95,0,1,9,"$393,200","Williams",1970,"2:33"
"863","ATL","1,006,320","12,272",27.2,28.5,106,107,5,2,11,"","Harris",1971,"2:26"
"864","BAL","1,023,037","13,286",29.9,29.5,99,97,3,6,16,"$594,500","Weaver",1971,"2:25"
"865","BOS","1,678,732","20,984",27.9,29.1,108,107,3,3,17,"$546,167","Kasko",1971,"2:27"
"866","CAL","926,373","11,437",27.7,26.4,92,93,0,1,13,"$522,838","Phillips",1971,"2:31"
"867","CHC","1,653,007","20,407",30.2,28.7,113,112,4,4,18,"","Durocher",1971,"2:26"
"868","CHW","833,891","10,295",25.6,25.9,103,104,0,2,8,"$391,000","Tanner",1971,"2:30"
"869","CIN","1,501,122","18,532",26.8,25.1,95,94,2,4,14,"","Anderson",1971,"2:21"
"870","CLE","591,361","7,301",26.3,25.1,109,110,0,2,10,"$489,400","Dark and Lipon",1971,"2:36"
"871","DET","1,591,073","19,643",29.7,26.7,105,104,1,4,11,"$457,700","Martin",1971,"2:42"
"872","HOU","1,261,589","15,575",26.1,26.5,97,97,1,2,13,"","Walker",1971,"2:27"
"873","KCR","910,784","11,244",27.2,26.7,98,98,0,2,7,"","Lemon",1971,"2:29"
"874","LAD","2,064,594","25,489",28.7,28.4,94,93,2,1,19,"","Alston",1971,"2:28"
"875","MIL","731,531","8,921",27.1,26,98,99,0,1,8,"$491,500","Bristol",1971,"2:29"
"876","MIN","940,858","11,910",28.5,27.3,103,102,3,5,8,"$657,600","Rigney",1971,"2:36"
"877","MON","1,290,963","16,137",28.3,27,99,101,0,1,7,"","Mauch",1971,"2:27"
"878","NYM","2,266,680","27,984",26.6,26.1,98,98,2,2,12,"","Hodges",1971,"2:28"
"879","NYY","1,070,771","13,219",28.4,27.3,94,94,0,2,8,"","Houk",1971,"2:28"
"880","OAK","914,993","11,296",26.8,26.5,98,96,4,3,18,"$490,600","Williams",1971,"2:34"
"881","PHI","1,511,223","18,657",26.3,28.6,100,102,1,1,13,"","Lucchesi",1971,"2:29"
"882","PIT","1,501,132","18,764",27.6,27.7,102,99,3,4,14,"","Murtaugh",1971,"2:27"
"883","SDP","557,513","6,883",26.4,26.3,93,95,0,1,4,"","Gomez",1971,"2:25"
"884","SFG","1,106,043","13,655",27.3,28.5,99,99,4,4,12,"","Fox",1971,"2:38"
"885","STL","1,604,671","19,569",28.5,27.1,104,104,5,3,10,"","Schoendienst",1971,"2:26"
"886","WSA","655,156","8,088",27.6,26.4,93,95,0,1,11,"$639,400","Williams",1971,"2:28"
"887","ATL","752,973","9,654",27.2,28.2,109,109,3,1,13,"","Harris and Mathews",1972,"2:27"
"888","BAL","899,950","11,688",28.8,28.8,103,100,2,5,17,"$592,000","Weaver",1972,"2:23"
"889","BOS","1,441,718","18,484",28.9,28.9,106,105,3,4,19,"$566,117","Kasko",1972,"2:34"
"890","CAL","744,190","9,302",29.1,27.5,94,95,1,1,12,"$507,500","Rice",1972,"2:23"
"891","CHC","1,299,163","16,872",30,28.7,110,109,3,5,16,"","Durocher and Lockman",1972,"2:28"
"892","CHW","1,177,318","15,094",26.6,26,103,103,1,3,11,"$468,750","Tanner",1972,"2:31"
"893","CIN","1,611,459","21,203",27.2,25.5,94,93,3,4,16,"","Anderson",1972,"2:26"
"894","CLE","626,354","8,134",25.4,26.6,104,105,1,1,9,"$513,350","Aspromonte",1972,"2:31"
"895","DET","1,892,386","24,261",30.7,27.8,103,103,1,4,14,"$621,300","Martin",1972,"2:33"
"896","HOU","1,469,247","19,081",27.4,26.3,98,97,0,2,11,"","Walker, Parker and Durocher",1972,"2:30"
"897","KCR","707,656","9,190",27.7,27.4,99,98,0,5,10,"","Lemon",1972,"2:31"
"898","LAD","1,860,858","24,811",28.6,30.3,98,97,3,1,23,"","Alston",1972,"2:28"
"899","MIL","600,440","7,601",26.6,25.9,97,98,0,1,9,"$361,550","Bristol, McMillan and Crandall",1972,"2:24"
"900","MIN","797,901","10,782",27.4,26.9,105,105,3,1,7,"$522,450","Rigney and Quilici",1972,"2:32"
"901","MON","1,142,145","14,643",26.9,25.9,101,102,0,1,7,"","Mauch",1972,"2:25"
"902","NYM","2,134,185","27,361",27.3,26.1,97,97,2,3,13,"","Berra",1972,"2:30"
"903","NYY","966,328","12,550",28.8,28.1,97,96,0,1,9,"$374,700","Houk",1972,"2:27"
"904","OAK","921,323","11,965",27.7,27,95,93,4,6,18,"$997,506","Williams",1972,"2:27"
"905","PHI","1,343,329","17,004",26.1,27,102,104,2,1,12,"","Lucchesi and Owens",1972,"2:20"
"906","PIT","1,427,460","18,301",27.9,27.9,98,97,3,5,13,"","Virdon",1972,"2:27"
"907","SDP","644,273","8,053",25.1,25.2,92,95,0,1,4,"","Gomez and Zimmer",1972,"2:31"
"908","SFG","647,744","8,412",25.5,27,102,101,3,1,11,"","Fox",1972,"2:29"
"909","STL","1,196,894","15,544",27.6,27.9,99,99,4,4,9,"","Schoendienst",1972,"2:19"
"910","TEX","662,974","8,610",26.1,25.6,96,98,0,1,6,"$194,700","Williams",1972,"2:30"
"911","ATL","800,655","9,885",28,28.2,108,108,2,3,13,"","Mathews",1973,"2:34"
"912","BAL","958,667","11,835",28.2,28.8,99,97,2,2,15,"$686,000","Weaver",1973,"2:33"
"913","BOS","1,481,002","18,284",29.5,28.3,106,105,4,3,17,"$772,917","Kasko and Popowski",1973,"2:35"
"914","CAL","1,058,206","13,064",29.7,28.3,91,92,2,2,14,"$516,650","Winkles",1973,"2:28"
"915","CHC","1,351,705","16,896",30.3,27.6,107,107,4,2,17,"","Lockman",1973,"2:28"
"916","CHW","1,302,527","16,081",26,27.6,104,105,1,2,15,"$587,700","Tanner",1973,"2:33"
"917","CIN","2,017,601","24,909",27.7,26.7,95,93,3,5,14,"","Anderson",1973,"2:27"
"918","CLE","615,107","7,594",24.6,28.6,102,103,1,1,7,"$614,450","Aspromonte",1973,"2:39"
"919","DET","1,724,146","21,286",31.7,30.4,106,106,1,3,15,"$636,500","Martin and Schultz",1973,"2:35"
"920","HOU","1,394,004","17,210",28,26.3,99,98,0,2,14,"","Durocher",1973,"2:25"
"921","KCR","1,345,341","16,609",27.6,25.9,106,106,1,3,12,"$452,600","McKeon",1973,"2:40"
"922","LAD","2,136,192","26,373",27,29.9,96,95,1,6,17,"","Alston",1973,"2:26"
"923","MIL","1,092,158","13,483",25.7,26,97,98,0,2,9,"$309,900","Crandall",1973,"2:37"
"924","MIN","907,499","11,204",28,26.6,104,103,3,2,7,"$485,500","Quilici",1973,"2:38"
"925","MON","1,246,863","15,393",27.7,26.2,103,103,0,1,7,"","Mauch",1973,"2:32"
"926","NYM","1,912,390","23,610",27.9,27.2,98,99,2,2,13,"","Berra",1973,"2:29"
"927","NYY","1,262,103","15,582",30.1,29.4,96,96,0,3,16,"$863,300","Houk",1973,"2:27"
"928","OAK","1,000,763","12,355",28.4,26.8,95,93,3,6,18,"$981,250","Williams",1973,"2:30"
"929","PHI","1,475,934","18,221",26.5,26.4,102,103,2,1,11,"","Ozark",1973,"2:25"
"930","PIT","1,319,913","16,295",27,28.8,98,96,1,2,11,"","Virdon and Murtaugh",1973,"2:27"
"931","SDP","611,826","7,553",25.2,25.4,91,94,1,1,6,"","Zimmer",1973,"2:23"
"932","SFG","834,193","10,299",25.6,26.8,104,105,2,2,9,"","Fox",1973,"2:33"
"933","STL","1,574,046","19,433",27,28.6,100,100,4,3,13,"$775,325","Schoendienst",1973,"2:23"
"934","TEX","686,085","8,470",26.4,26.1,95,97,0,2,12,"$473,600","Herzog, Wilber and Martin",1973,"2:30"
"935","ATL","981,085","12,112",28.1,29.5,104,104,2,3,10,"","Mathews and King",1974,"2:25"
"936","BAL","962,572","11,884",29,28.7,97,95,2,3,16,"","Weaver",1974,"2:31"
"937","BOS","1,556,411","19,215",27.6,29.2,108,107,4,3,16,"$879,500","Johnson",1974,"2:34"
"938","CAL","917,269","11,324",27.6,25.6,94,94,2,2,11,"$670,500","Winkles, Herzog and Williams",1974,"2:26"
"939","CHC","1,015,378","12,536",27.1,25.5,103,105,1,1,12,"","Lockman and Marshall",1974,"2:41"
"940","CHW","1,149,596","14,019",26.7,28.2,103,104,2,3,12,"$815,000","Tanner",1974,"2:30"
"941","CIN","2,164,307","26,394",27.7,27.3,99,96,3,4,10,"","Anderson",1974,"2:30"
"942","CLE","1,114,262","13,756",25.5,31.5,99,100,2,2,10,"$668,175","Aspromonte",1974,"2:28"
"943","DET","1,243,080","15,347",30,28.9,102,104,1,2,13,"$559,500","Houk",1974,"2:25"
"944","HOU","1,090,728","13,466",26.8,27.6,95,95,0,1,11,"","Gomez",1974,"2:25"
"945","KCR","1,173,292","14,485",27.4,28.6,105,105,2,3,15,"$539,100","McKeon",1974,"2:35"
"946","LAD","2,632,474","32,500",27.1,28.9,96,94,1,5,16,"","Alston",1974,"2:33"
"947","MIL","955,741","11,799",26.6,26.1,99,99,1,2,13,"","Crandall",1974,"2:28"
"948","MIN","662,401","8,078",28.2,26.4,104,104,3,1,8,"$535,300","Quilici",1974,"2:33"
"949","MON","1,019,134","12,739",27.7,25.8,105,106,1,1,7,"","Mauch",1974,"2:24"
"950","NYM","1,722,209","21,262",27.8,28.2,99,99,1,2,10,"","Berra",1974,"2:28"
"951","NYY","1,273,075","15,717",27.7,28.4,99,98,0,2,17,"$1,046,000","Virdon",1974,"2:34"
"952","OAK","845,693","10,441",28.6,27.1,94,92,3,6,16,"$1,150,232","Dark",1974,"2:25"
"953","PHI","1,808,648","22,329",26.7,27.6,104,104,2,4,15,"","Ozark",1974,"2:30"
"954","PIT","1,110,552","13,711",27.1,27.7,96,95,1,1,12,"","Murtaugh",1974,"2:29"
"955","SDP","1,075,399","13,277",26.5,24.8,95,98,2,1,9,"","McNamara",1974,"2:33"
"956","SFG","519,987","6,420",25.2,25.3,105,105,0,1,8,"","Fox and Westrum",1974,"2:27"
"957","STL","1,838,413","22,696",27.8,28.9,100,99,4,4,17,"","Schoendienst",1974,"2:27"
"958","TEX","1,193,902","14,924",27,28.1,97,98,1,2,15,"$579,500","Martin",1974,"2:32"
"959","ATL","534,672","6,683",27.2,29.5,103,104,1,1,10,"","King and Ryan",1975,"2:24"
"960","BAL","1,002,157","13,015",30.3,29.1,94,93,2,1,18,"","Weaver",1975,"2:30"
"961","BOS","1,748,587","21,587",26.9,28.8,109,109,3,2,14,"$1,355,000","Johnson",1975,"2:33"
"962","CAL","1,058,163","13,064",25.6,26.3,92,93,1,2,12,"","Williams",1975,"2:32"
"963","CHC","1,034,819","12,776",27,27.1,104,105,0,1,12,"","Marshall",1975,"2:33"
"964","CHW","750,802","9,269",26.8,30.8,102,103,1,4,12,"","Tanner",1975,"2:32"
"965","CIN","2,315,603","28,588",28.4,27.6,102,99,3,5,10,"","Anderson",1975,"2:28"
"966","CLE","977,039","12,213",26.7,27.8,99,99,3,1,14,"","Robinson",1975,"2:34"
"967","DET","1,058,836","13,235",27.7,27.4,103,105,0,1,9,"","Houk",1975,"2:23"
"968","HOU","858,002","10,593",26.3,26.6,92,93,0,1,8,"","Gomez and Virdon",1975,"2:24"
"969","KCR","1,151,836","14,220",28.1,28.1,103,102,2,2,12,"","McKeon and Herzog",1975,"2:38"
"970","LAD","2,539,349","31,350",27.4,28.2,95,94,2,6,17,"","Alston",1975,"2:27"
"971","MIL","1,213,357","14,980",27,25.6,100,101,2,2,10,"","Crandall and Kuenn",1975,"2:36"
"972","MIN","737,156","8,990",27.6,25.8,102,102,2,1,6,"","Quilici",1975,"2:36"
"973","MON","908,292","11,213",24.7,26.8,104,106,1,1,8,"","Mauch",1975,"2:27"
"974","NYM","1,730,566","21,365",28.6,27,95,95,2,2,12,"","Berra and McMillan",1975,"2:29"
"975","NYY","1,288,048","16,513",28.5,28.7,99,98,1,4,16,"$1,237,200","Virdon and Martin",1975,"2:26"
"976","OAK","1,075,518","13,278",28.8,29.1,98,96,3,7,18,"$1,242,500","Dark",1975,"2:30"
"977","PHI","1,909,233","23,571",27.7,27.3,104,103,2,4,16,"","Ozark",1975,"2:31"
"978","PIT","1,270,018","15,875",27.6,27.8,98,97,1,3,14,"","Murtaugh",1975,"2:25"
"979","SDP","1,281,747","15,824",27.5,25.6,94,96,2,1,8,"","McNamara",1975,"2:27"
"980","SFG","522,919","6,456",25.6,24.9,104,105,0,1,8,"","Westrum",1975,"2:26"
"981","STL","1,695,270","20,674",28.2,26.6,104,104,3,2,13,"","Schoendienst",1975,"2:21"
"982","TEX","1,127,924","14,099",26.4,29.9,99,99,2,2,18,"","Martin and Lucchesi",1975,"2:41"
"983","ATL","818,179","10,101",27.8,29.1,106,108,1,2,13,NA,"Bristol",1976,"2:25"
"984","BAL","1,058,609","13,069",29.5,28.8,94,93,3,2,21,NA,"Weaver",1976,"2:30"
"985","BOS","1,895,846","23,406",27.6,29.5,113,112,4,4,13,NA,"Johnson and Zimmer",1976,"2:33"
"986","CAL","1,006,774","12,429",26.7,26.2,93,94,1,1,13,NA,"Williams and Sherry",1976,"2:34"
"987","CHC","1,026,217","12,669",27.2,27.8,108,109,1,1,13,NA,"Marshall",1976,"2:28"
"988","CHW","914,945","11,437",26.1,25.8,101,102,1,1,15,NA,"Richards",1976,"2:33"
"989","CIN","2,629,708","32,466",29.1,27.2,102,100,3,7,11,NA,"Anderson",1976,"2:31"
"990","CLE","948,776","12,010",27.3,28.4,98,98,2,1,13,NA,"Robinson",1976,"2:37"
"991","DET","1,467,020","18,338",28,26.7,103,105,0,3,11,NA,"Houk",1976,"2:21"
"992","HOU","886,146","10,807",26.6,25.6,91,91,0,2,10,NA,"Virdon",1976,"2:26"
"993","KCR","1,680,265","20,744",27,27.6,102,100,1,4,14,NA,"Herzog",1976,"2:41"
"994","LAD","2,386,301","29,461",27.8,28.3,98,96,1,4,17,NA,"Alston and Lasorda",1976,"2:24"
"995","MIL","1,012,164","12,496",27.1,26,98,99,2,2,10,NA,"Grammas",1976,"2:30"
"996","MIN","715,394","8,832",26.5,26.6,103,102,2,2,9,NA,"Mauch",1976,"2:38"
"997","MON","646,704","8,084",25.1,27.4,105,106,2,1,9,NA,"Kuehl and Fox",1976,"2:25"
"998","NYM","1,468,754","17,912",28.6,29.4,93,93,2,3,12,NA,"Frazier",1976,"2:25"
"999","NYY","2,012,434","25,155",28.2,29.2,99,98,1,6,18,NA,"Martin",1976,"2:30"
"1000","OAK","780,593","9,637",29.6,27.9,95,95,3,2,16,NA,"Tanner",1976,"2:37"
"1001","PHI","2,480,150","30,619",28.8,29.8,103,101,2,5,14,NA,"Ozark",1976,"2:19"
"1002","PIT","1,025,945","12,666",28.5,27.6,100,99,1,1,12,NA,"Murtaugh",1976,"2:26"
"1003","SDP","1,458,478","18,231",28.4,26.2,92,93,2,1,5,NA,"McNamara",1976,"2:17"
"1004","SFG","626,868","7,739",26.2,25.8,102,103,0,1,11,NA,"Rigney",1976,"2:23"
"1005","STL","1,207,079","14,902",27.2,25.1,101,101,2,1,10,NA,"Schoendienst",1976,"2:25"
"1006","TEX","1,164,982","14,382",26.4,29,102,102,2,1,14,NA,"Lucchesi",1976,"2:43"
"1007","ATL","872,464","10,771",25.8,28.4,112,114,1,1,13,"","Bristol, Turner and Benson",1977,"2:35"
"1008","BAL","1,195,769","14,763",27.9,27.9,94,93,3,2,15,"$1,052,000","Weaver",1977,"2:37"
"1009","BOS","2,074,549","25,932",28.7,29.4,113,111,4,7,16,"$1,565,000","Zimmer",1977,"2:38"
"1010","CAL","1,432,633","17,687",26.5,27.3,96,96,1,2,19,"$1,746,667","Sherry and Garcia",1977,"2:34"
"1011","CHC","1,439,834","17,776",27.6,26.9,111,112,1,4,12,"$925,000","Franks",1977,"2:33"
"1012","CHW","1,657,135","20,458",26.8,27.3,100,101,0,1,11,"$814,000","Lemon",1977,"2:37"
"1013","CIN","2,519,670","31,107",29.5,29.1,102,100,3,7,15,"$1,863,534","Anderson",1977,"2:32"
"1014","CLE","900,365","11,116",27.7,27.9,96,97,1,3,14,"$1,285,333","Robinson and Torborg",1977,"2:39"
"1015","DET","1,359,856","16,788",27.3,25.8,105,105,2,2,12,"$943,500","Houk",1977,"2:28"
"1016","HOU","1,109,560","13,698",27.5,24.9,91,91,0,1,11,"$841,500","Virdon",1977,"2:28"
"1017","KCR","1,852,603","22,872",27.6,28.4,102,100,1,1,13,"","Herzog",1977,"2:37"
"1018","LAD","2,955,087","36,483",29.2,28.5,99,98,1,4,18,"","Lasorda",1977,"2:31"
"1019","MIL","1,114,938","13,765",27.2,24.1,100,100,1,2,9,"$868,700","Grammas",1977,"2:34"
"1020","MIN","1,162,727","14,534",26.6,27,99,98,1,3,5,"$624,200","Mauch",1977,"2:41"
"1021","MON","1,433,757","17,701",26.4,26.9,96,97,3,1,10,"","Williams",1977,"2:33"
"1022","NYM","1,066,825","13,504",27,27.2,94,95,2,1,13,"$1,153,000","Frazier and Torre",1977,"2:28"
"1023","NYY","2,103,092","25,964",29.1,28.6,99,97,2,5,18,"$3,241,166","Martin",1977,"2:30"
"1024","OAK","495,599","6,119",27.3,27.1,97,98,0,2,11,"$814,000","McKeon and Winkles",1977,"2:35"
"1025","PHI","2,700,070","33,334",29.4,29.7,105,103,2,3,13,"","Ozark",1977,"2:21"
"1026","PIT","1,237,349","15,276",28.1,27.3,102,101,2,3,13,"$1,068,800","Tanner",1977,"2:32"
"1027","SDP","1,376,269","16,991",25.7,26,89,91,2,1,6,"$1,173,667","McNamara, Skinner and Dark",1977,"2:32"
"1028","SEA","1,338,511","16,525",26.2,27.9,99,101,0,1,4,"","Johnson",1977,"2:34"
"1029","SFG","700,056","8,643",26.7,27,99,100,1,1,10,"$882,000","Altobelli",1977,"2:29"
"1030","STL","1,659,287","19,991",26.3,25.7,99,99,2,2,11,"","Rapp",1977,"2:26"
"1031","TEX","1,250,722","15,441",28.5,30,101,101,2,1,18,"$1,104,000","Lucchesi, Stanky, Ryan and Hunter",1977,"2:43"
"1032","TOR","1,701,052","21,263",27,25.7,100,103,0,1,7,"$326,500","Hartsfield",1977,"2:29"
"1033","ATL","904,494","11,167",25.6,28.2,112,114,1,3,12,"","Cox",1978,"2:30"
"1034","BAL","1,051,724","12,984",28.1,26.8,94,93,2,3,13,"","Weaver",1978,"2:34"
"1035","BOS","2,320,643","28,301",28.5,29.2,112,110,4,7,14,"","Zimmer",1978,"2:44"
"1036","CAL","1,755,386","21,671",27.8,26.6,96,96,1,1,13,"$3,216,667","Garcia and Fregosi",1978,"2:38"
"1037","CHC","1,525,311","18,601",27.7,27.5,111,112,1,1,13,"","Franks",1978,"2:35"
"1038","CHW","1,491,100","18,639",27.2,28.5,101,101,0,1,9,"","Lemon and Doby",1978,"2:29"
"1039","CIN","2,532,497","31,656",29.9,28.3,100,99,3,6,11,"","Anderson",1978,"2:32"
"1040","CLE","800,584","10,264",26.7,27.1,99,99,0,1,9,"","Torborg",1978,"2:33"
"1041","DET","1,714,893","21,172",26.2,27.1,103,102,2,1,12,"","Houk",1978,"2:31"
"1042","HOU","1,126,145","13,903",27.1,26.6,92,92,0,1,12,"","Virdon",1978,"2:29"
"1043","KCR","2,255,493","27,846",27.2,28.7,102,101,1,4,11,"","Herzog",1978,"2:32"
"1044","LAD","3,347,845","41,331",30.5,28.7,99,98,1,6,18,"$3,071,500","Lasorda",1978,"2:29"
"1045","MIL","1,601,406","19,770",27.4,25.1,100,100,2,3,13,"","Bamberger",1978,"2:27"
"1046","MIN","787,878","9,727",26.9,26.5,102,102,1,1,4,"","Mauch",1978,"2:36"
"1047","MON","1,427,007","17,838",27.2,28.9,98,98,3,2,14,"","Williams",1978,"2:29"
"1048","NYM","1,007,328","12,592",27.1,27.5,96,97,0,1,7,"","Torre",1978,"2:32"
"1049","NYY","2,335,871","28,838",29.8,28.3,97,96,3,5,19,"$2,956,666","Martin, Howser and Lemon",1978,"2:29"
"1050","OAK","526,999","6,587",26.3,25.3,94,96,0,1,9,"","Winkles and McKeon",1978,"2:28"
"1051","PHI","2,583,389","31,505",29.9,30.3,101,100,2,3,15,"","Ozark",1978,"2:21"
"1052","PIT","964,106","11,903",29.1,28.3,105,104,2,1,14,"","Tanner",1978,"2:37"
"1053","SDP","1,670,107","20,619",26,28.4,91,92,4,2,8,"","Craig",1978,"2:30"
"1054","SEA","877,440","10,833",27,26.9,99,101,0,1,7,"","Johnson",1978,"2:30"
"1055","SFG","1,740,477","21,487",27.2,27.8,96,96,1,2,10,"","Altobelli",1978,"2:25"
"1056","STL","1,278,215","15,780",26.9,25.3,99,99,2,1,11,"","Rapp, Krol and Boyer",1978,"2:23"
"1057","TEX","1,447,963","17,658",28.9,29,100,99,1,2,15,"","Hunter and Corrales",1978,"2:31"
"1058","TOR","1,562,585","19,291",27,25.9,101,103,0,1,8,"","Hartsfield",1978,"2:28"
"1059","ATL","769,465","9,740",26.4,28.9,107,108,1,1,8,"","Cox",1979,"2:31"
"1060","BAL","1,681,009","21,279",28.9,27.5,97,95,2,2,14,"","Weaver",1979,"2:41"
"1061","BOS","2,353,114","29,414",29,28.4,106,105,4,5,13,"$3,736,560","Zimmer",1979,"2:36"
"1062","CAL","2,523,575","31,155",28.4,27.5,96,96,2,6,15,"","Fregosi",1979,"2:42"
"1063","CHC","1,648,587","20,353",28.5,27.7,110,111,1,2,11,"","Franks and Amalfitano",1979,"2:35"
"1064","CHW","1,280,702","16,211",27.1,25.5,100,101,0,1,9,"","Kessinger and La Russa",1979,"2:36"
"1065","CIN","2,356,933","29,462",29.4,28.5,101,101,3,5,11,"","McNamara",1979,"2:35"
"1066","CLE","1,011,644","12,489",28.2,26.7,100,101,0,1,8,"","Torborg and Garcia",1979,"2:42"
"1067","DET","1,630,929","20,387",26.5,26.3,103,103,2,1,14,"","Moss, Tracewski and Anderson",1979,"2:36"
"1068","HOU","1,900,312","23,461",27.2,28.3,94,94,0,4,11,"","Virdon",1979,"2:35"
"1069","KCR","2,261,845","27,924",27.9,28.9,102,101,1,3,12,"","Herzog",1979,"2:41"
"1070","LAD","2,860,954","35,320",30.4,28.3,99,97,1,3,18,"","Lasorda",1979,"2:35"
"1071","MIL","1,918,343","23,683",27.6,26.6,100,99,2,1,12,"","Bamberger",1979,"2:38"
"1072","MIN","1,070,521","13,216",26.1,29.5,104,104,0,1,7,"","Mauch",1979,"2:33"
"1073","MON","2,102,173","25,953",27.3,28.6,99,98,4,3,13,"","Williams",1979,"2:35"
"1074","NYM","788,905","9,621",27.6,26.5,95,97,0,2,11,"","Torre",1979,"2:37"
"1075","NYY","2,537,765","31,330",30.2,31,98,96,3,4,22,"$3,558,457","Lemon and Martin",1979,"2:30"
"1076","OAK","306,763","3,787",26.2,25.3,94,96,1,1,8,"","Marshall",1979,"2:34"
"1077","PHI","2,775,011","34,259",30.7,28.3,103,102,2,5,16,"","Ozark and Green",1979,"2:28"
"1078","PIT","1,435,454","17,722",29.4,29.7,105,104,2,1,15,"","Tanner",1979,"2:45"
"1079","SDP","1,456,967","17,987",27.5,29.1,93,94,4,2,8,"","Craig",1979,"2:39"
"1080","SEA","844,447","10,425",28.6,25.5,102,104,0,1,8,"","Johnson",1979,"2:33"
"1081","SFG","1,456,402","17,980",28.1,28.3,93,94,1,1,12,"","Altobelli and Bristol",1979,"2:36"
"1082","STL","1,627,256","19,845",27.4,26.4,102,102,2,4,11,"","Boyer",1979,"2:31"
"1083","TEX","1,519,671","18,761",27.8,29.3,98,98,1,1,16,"","Corrales",1979,"2:30"
"1084","TOR","1,431,651","17,675",26.7,25.5,100,102,0,1,7,"","Hartsfield",1979,"2:25"
"1085","ATL","1,048,411","13,105",26.8,29.6,103,103,1,1,11,"","Cox",1980,"2:29"
